0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,0.059814755,0.02318981,0.706099,0.5626949,0.8402041,0.84619,0.7643528,0.818228,0.82303053,0.74943733,0.6857447,0.6369892,0.662946,1.0
13.000726,0.06982846,0.05216403,0.69022673,0.73922896,0.88632643,0.83008593,0.7126991,0.7182943,0.8223426,0.8953706,0.834515,0.7592632,0.7590783,1.0
1.2592164,0.009069167,0.0068473923,0.5001482,0.540812,0.71039486,0.72534275,0.574718,0.45594266,0.60075486,0.88164866,1.0,0.63714683,0.5575188,0.6790692
4.783864,0.0073128236,0.006398278,0.68753725,0.5137077,0.58609164,0.6731773,0.7388224,0.76669633,0.83851194,1.0,0.7819222,0.6287961,0.6334653,0.9293816
3.8003554,0.0068780193,0.0072067324,0.5711634,0.37404624,0.58090407,0.63921493,0.76063174,0.6589263,0.7893545,0.9301617,0.65063405,0.48851928,0.48750383,1.0
2.9904845,0.009573288,0.009480648,0.4787541,0.35032752,0.43630213,0.6585824,0.69726676,0.49032286,0.5703429,0.73816127,1.0,0.8629367,0.84669673,0.8988763
39.25899,0.06124475,0.0868396,0.69739354,0.543594,0.5119938,0.5361171,0.60212725,0.7399013,0.69909376,0.69482887,0.7533185,1.0,0.9017682,0.9954017
14.142898,0.051261067,0.06481777,0.77576804,0.5693175,0.5566751,0.65472937,0.74617904,0.8418987,0.82524765,0.818828,0.8000684,0.86225563,0.90760887,1.0
1.7020516,0.002738772,0.0027749487,0.8600449,0.4958267,0.47042027,0.4202147,0.3904952,0.43119714,0.43916273,0.565112,0.5743415,0.57767665,0.75581974,1.0
1.2155972,0.0012704186,0.0011788609,1.0,0.5770212,0.3078102,0.30568656,0.28907338,0.27341354,0.41716737,0.5385611,0.46815118,0.44245854,0.64936894,0.8989514
1.9364779,0.001200218,0.001077393,1.0,0.47600406,0.3075687,0.32522085,0.32434675,0.29807433,0.36036608,0.44423372,0.3396944,0.38633785,0.5862027,0.8830911
0.20193249,0.0020076379,0.0018982342,0.81581545,0.27385026,0.20580333,0.23531261,0.25096813,0.2289259,0.31173596,0.33814052,0.24709193,0.2824245,0.4547017,1.0
23.340282,0.01517283,0.01969077,0.98975897,0.73057145,0.5768837,0.62354046,0.6499606,0.7445195,0.70658517,0.71433556,0.7539354,0.7776001,0.72261053,1.0
14.87146,0.03635701,0.04806628,1.0,0.762876,0.5662938,0.62995464,0.679607,0.7399741,0.7201482,0.8031371,0.81516016,0.8416666,0.7405714,0.90513784
0.41846156,0.005841978,0.0066549955,0.8358786,0.64441365,0.48653224,0.46520516,0.50187624,0.52723676,0.5264794,0.6690682,0.7354845,0.8029899,0.86497426,1.0
28.580849,0.012252836,0.01599916,0.8376494,0.6976583,0.71309847,0.6978033,0.7381227,0.8235272,1.0,0.9616864,0.7399694,0.81701225,0.89108384,0.92144597
26.034601,0.04046559,0.052662663,0.80284923,0.6889486,0.7446259,0.69814336,0.6708157,0.73500746,1.0,0.9022892,0.716723,0.7807752,0.8320458,0.99205726
2.4421968,0.007797132,0.00873554,0.6677733,0.62013555,0.738498,0.91190255,0.6711655,0.66073865,0.68647385,0.9432291,1.0,0.8708751,0.76458347,0.7656113
27.402561,0.019416131,0.021790404,0.78274363,0.75722456,1.0,0.9814142,0.7043179,0.59941655,0.5985384,0.834355,0.7094957,0.6272732,0.66969115,0.7197351
19.951405,0.04866473,0.03978736,1.0,0.9832546,0.8478522,0.95667124,0.9367232,0.8625564,0.7588042,0.79396576,0.87939286,0.8467602,0.9626632,0.8808802
0.23068482,0.0038007023,0.0036006423,0.6306057,0.7304041,0.877018,0.7615442,0.8571826,0.76610374,0.73569477,1.0,0.83729506,0.69237995,0.6371061,0.6499054
0.07153098,0.0021453938,0.0017472873,0.38675722,0.3521062,0.5168289,0.34589234,0.32071698,0.37762475,0.5237365,1.0,0.71656066,0.41081402,0.39619306,0.504844
3.8947272,0.0031790715,0.0020536568,0.6512543,0.46632946,0.5071159,0.57837373,0.49044526,0.562728,0.75078607,1.0,0.71490496,0.56741506,0.5805678,0.8307412
0.26304,0.0053867553,0.0033250425,0.6482833,0.5498473,0.6280582,0.7022998,0.54734075,0.5604947,0.7451873,1.0,0.8064412,0.6303,0.5562305,0.751233
17.28561,0.036580816,0.025237778,0.9657408,0.8722278,0.8272321,0.7641837,0.7993019,0.90399086,0.9717973,0.96757126,0.8649499,0.7792755,0.90986955,1.0
32.268154,0.097485095,0.0762555,0.9982252,0.9340778,0.8339034,0.69371915,0.84125245,0.93035126,0.8943454,0.9333114,0.82636344,0.79160964,0.98639905,1.0
0.0563488,0.008979818,0.0073365686,0.95967233,0.8866743,0.84196967,0.69693416,0.54448336,0.4935969,0.67763686,0.93880236,0.99309933,0.94307995,0.8976559,1.0
0.25167406,0.0069164694,0.0051621306,0.77124393,0.65899277,0.7570442,0.6591125,0.58344764,0.5691872,0.631436,1.0,0.95215356,0.7399524,0.7427832,0.8893142
12.114258,0.02618426,0.017205073,0.885192,0.5935799,0.6290626,0.65750164,0.6405613,0.6517053,0.89636225,0.8578079,0.6973679,0.6681432,0.7119331,1.0
0.06927633,0.007879056,0.005280711,0.82458156,0.51863223,0.45652348,0.5351182,0.52530086,0.53573096,0.77311885,0.8485677,0.71134603,0.634956,0.7417,1.0
42.222298,0.036326975,0.017359355,0.7792096,0.62639177,0.5794382,0.577228,0.68821573,0.9119013,1.0,0.8927049,0.8251522,0.74198455,0.8208425,0.85353535
50.22635,0.09795534,0.043279123,0.80561745,0.6554773,0.58318275,0.6317358,0.7228824,0.920901,1.0,0.9247508,0.7870856,0.72548294,0.746423,0.80090314
0.688262,0.005997595,0.0032444976,0.8442327,0.8730979,0.9178964,0.9309863,0.9735495,0.92723805,0.92629087,0.939525,1.0,0.9590905,0.8858713,0.91284287
0.010162078,0.0021069653,0.0010422872,0.94961166,0.9299645,0.90031886,0.84724176,0.7197734,0.6904036,0.7383099,0.92087656,0.9190628,0.8365066,0.915381,1.0
1.8043491,0.0018859543,0.0007832368,0.8826326,0.5313432,0.5396947,0.65909505,0.59742045,0.674241,0.8584352,0.8926908,0.690717,0.68574387,0.6872178,1.0
0.0017236546,0.0030196558,0.0011278384,0.95906174,0.67088485,0.62331414,0.74321663,0.6890324,0.65111035,0.8507046,0.964185,0.763369,0.6632056,0.6747074,1.0
6.740807,0.022728242,0.008048502,0.89380187,0.5662094,0.35915437,0.5575815,1.0,0.6905231,0.53094405,0.66248375,0.6481502,0.5561439,0.5861689,0.8623499
28.832687,0.09721776,0.02450452,0.74515706,0.34413096,0.22715695,0.62484664,1.0,0.3643177,0.34722483,0.50867933,0.60050505,0.62744975,0.4795947,0.6935451
0.21932998,0.017843641,0.004654119,0.5872062,0.24212384,0.194673,0.77733636,1.0,0.27537477,0.3172154,0.4306378,0.65171576,0.6762698,0.41639867,0.6807997
4.0371,0.027254187,0.007107918,0.7588243,0.5666587,0.2441193,0.3162912,1.0,0.9640824,0.3231946,0.4050597,0.44690865,0.6527406,0.6167735,0.4744057
40.73515,0.12501965,0.0328573,0.8308478,0.79775774,0.624039,0.6867181,0.9605142,1.0,0.75009024,0.7555035,0.6929429,0.7224396,0.8054711,0.7822366
4.552146,0.025523324,0.0073242704,0.74069077,0.45162496,0.38633153,0.788186,1.0,0.5178074,0.47127005,0.52678007,0.68555164,0.73287356,0.53110754,0.7917584
1.788906,0.02068689,0.0050869966,0.75356066,0.47968486,0.33827665,0.68645406,1.0,0.44038272,0.32844576,0.36575016,0.50788224,0.65215296,0.4840392,0.6408245
40.15137,0.08717452,0.017620007,0.98743737,0.9552707,0.6975022,0.8101694,0.94089335,0.9071749,0.74055797,0.84729403,0.8233055,0.8435543,1.0,0.9604973
0.3903895,0.0070494073,0.0018713753,0.8385047,0.70215786,0.6281085,0.8546844,1.0,0.7779096,0.68710345,0.6234405,0.58688897,0.7176523,0.7786057,0.70517004
1.1083997,0.00331052,0.00097208493,0.7303884,0.39763045,0.371423,0.88942796,1.0,0.6030398,0.60200715,0.6002697,0.81594026,0.8566149,0.62178034,0.7608162
0.7742002,0.0033795866,0.0009350442,0.94037855,0.45289093,0.25632763,0.5630279,1.0,0.543555,0.39058477,0.4445154,0.51425624,0.8589786,0.5354726,0.6742112
0.9312561,0.005354958,0.0013539841,0.7515928,0.8699948,0.33370918,0.35684383,0.686941,1.0,0.43782845,0.38313454,0.39572656,0.6311995,0.91015166,0.5277363
2.376186,0.023918789,0.0055340524,0.9016926,0.5691694,0.26163155,0.44090724,1.0,0.68002087,0.3264673,0.36970398,0.49080595,0.87305653,0.59166366,0.5394299
40.74328,0.09352875,0.024259366,0.80434114,0.6292338,0.59594107,0.6494148,0.74244416,0.76578903,0.7804427,0.8174191,1.0,0.90740544,0.8352386,0.9529973
4.7884927,0.023240048,0.0077725006,0.9686044,0.709499,0.48581758,0.59678537,0.959487,0.7016698,0.54334086,0.6647961,0.75916886,1.0,0.7833923,0.7393672
0.41894904,0.006116583,0.0021518986,0.70045257,0.8662007,0.3087556,0.30902874,0.7188004,1.0,0.32743487,0.3231596,0.42100522,0.6529325,0.8969159,0.45330936
4.4720488,0.008919607,0.0025203512,0.86151874,0.36979064,0.1761175,0.51576525,1.0,0.48750094,0.35511005,0.3981987,0.47720528,0.7514702,0.4337733,0.6078155
0.56485724,0.011864021,0.0034002909,0.8264249,0.29123276,0.20528817,0.9029316,1.0,0.32856223,0.35815108,0.42245573,0.723221,0.71780384,0.41646662,0.8178295
10.248653,0.06020657,0.014672713,1.0,0.6717362,0.5570614,0.7551221,0.9791938,0.74450433,0.66992885,0.66905427,0.71065825,0.90639675,0.8506456,0.7183993
66.06981,0.1896953,0.05137027,0.8372003,0.7549583,0.71010435,0.8099524,0.76788527,0.9260616,1.0,0.9576992,0.8383485,0.7696702,0.74647063,0.8211695
1.4008217,0.015375278,0.0055556674,0.8775864,0.78045607,0.81338453,0.98877615,0.9227322,0.81363237,0.979674,0.9736913,0.9184841,1.0,0.91533166,0.95356417
0.0,0.0038554783,0.0012350881,0.83849776,0.8344003,0.8649278,1.0,0.8598419,0.78357744,0.73086023,0.79889953,0.86901605,0.91636926,0.9329516,0.82451487
1.6387066,0.0030528458,0.00075220957,1.0,0.73586786,0.6838662,0.80079895,0.73150146,0.74452204,0.92325526,0.9456826,0.9230788,0.81452876,0.76102686,0.9981519
