0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,0.04634358,0.013563331,0.5309001,0.6375513,0.87659353,1.0,0.9064156,0.7407991,0.7156806,0.70919245,0.7411873,0.62461895,0.6572264,0.62173843
24.548647,0.09578866,0.046106953,0.74117243,1.0,0.6819183,0.78669935,0.89967585,0.8368118,0.5940091,0.8393409,0.93420607,0.65943426,0.57500356,0.5168882
4.340472,0.04330822,0.021820188,0.5477099,1.0,0.48424736,0.3894685,0.48094633,0.577308,0.32949805,0.49676067,0.56788063,0.410975,0.40806037,0.38148233
1.4333775,0.024368262,0.013831488,0.34144127,1.0,0.48356822,0.30063823,0.34830096,0.5567739,0.22783022,0.29349613,0.4128126,0.42008185,0.39419097,0.36265403
11.725905,0.034507714,0.02115836,0.590486,1.0,0.9168808,0.49938625,0.5617443,0.47512648,0.43634814,0.51527876,0.6960431,0.66980225,0.6500859,0.66383886
3.7528064,0.028971681,0.0139696915,0.75383687,1.0,0.8495457,0.6281738,0.64009494,0.735005,0.48965925,0.4786629,0.6643114,0.64279234,0.70695275,0.65794045
1.1822429,0.015773235,0.008419113,0.8029519,0.95898,0.8322344,0.7578117,0.6511102,0.6330417,0.7182718,1.0,0.937243,0.7891252,0.74444246,0.7916133
11.06086,0.026454829,0.01743443,0.49040303,0.76253486,1.0,0.9712698,0.6461124,0.5319113,0.60094714,0.6679871,0.52878207,0.46573558,0.43845615,0.40120837
19.011017,0.044191733,0.025762133,0.3810967,0.46407306,0.5319998,1.0,0.5121962,0.29331508,0.41978946,0.48860958,0.3027938,0.32864594,0.48557255,0.38963425
0.8108079,0.011801368,0.0072121215,0.2730252,0.40483287,0.5633664,1.0,0.38111117,0.33491468,0.49384892,0.49394253,0.22229742,0.32803643,0.5899225,0.26129103
12.340987,0.013112735,0.009432382,0.3158908,0.38885844,0.64854795,1.0,0.49296555,0.3784867,0.5121469,0.54111195,0.34773627,0.477756,0.6652736,0.3460187
5.7717495,0.014358513,0.0104848035,0.32525817,0.37331763,0.3736638,1.0,0.96603495,0.406846,0.39124596,0.5452551,0.4163304,0.34545043,0.63883936,0.5592196
2.408832,0.007942479,0.00589168,0.33620077,0.37920162,0.49632397,1.0,0.667771,0.3964964,0.45206213,0.66913587,0.3672047,0.37152207,0.6930254,0.50499165
1.0480198,0.0095754685,0.0069856597,0.61766267,0.66459805,0.62946755,1.0,0.78269917,0.46077192,0.4870704,0.61849093,0.41259673,0.5062764,0.84487206,0.6350693
17.10494,0.025577703,0.019551976,0.71858186,0.8097526,0.740444,1.0,0.91153425,0.7867921,0.70395774,0.90847003,0.9000952,0.7480996,0.8340168,0.6825358
3.6515632,0.013386961,0.008695294,0.6042255,0.9465139,1.0,0.88184476,0.6930404,0.6100073,0.5629391,0.72499305,0.98493105,0.8186751,0.63320863,0.69641334
1.0328736,0.01273679,0.007690955,0.6272897,0.62915576,0.7419587,1.0,0.84197587,0.61139315,0.6054101,0.8112852,0.7505718,0.7423758,0.86715114,0.6615829
32.6952,0.02580941,0.017030463,0.671343,0.76756793,0.6239928,0.9341217,1.0,0.5461475,0.52324367,0.6520268,0.6471702,0.5557177,0.719629,0.75126565
3.0389352,0.008726079,0.00458809,0.2936147,0.48124138,0.360815,1.0,0.672293,0.21985629,0.24263741,0.3932025,0.2836762,0.23074147,0.39133024,0.3266058
2.007228,0.007961202,0.003969781,0.21291485,0.42119753,0.3625864,1.0,0.46605125,0.17907557,0.16434678,0.28768182,0.20846306,0.19263147,0.44547415,0.25580326
10.830023,0.014502139,0.00797037,0.36705136,0.54792607,0.58820945,0.9932763,1.0,0.43269703,0.32918686,0.44795528,0.6437226,0.58855075,0.6401105,0.593668
9.047871,0.012297314,0.008755712,0.3372378,0.40630543,0.50784993,1.0,0.6316992,0.44224498,0.33834732,0.43453684,0.5146628,0.45280665,0.5279761,0.49250263
1.3425703,0.0070313565,0.0034630005,0.33674765,0.39600348,0.7444343,1.0,0.32193992,0.3081077,0.36375806,0.45781595,0.44882262,0.48299915,0.70033056,0.47687304
8.086786,0.0092589455,0.0057806843,0.25654432,0.36127236,0.4747838,1.0,0.90517133,0.3968411,0.28968242,0.45809552,0.4011391,0.31770906,0.6001359,0.44439557
4.415108,0.008854473,0.0050051278,0.20450269,0.3014564,0.3385645,0.7018701,1.0,0.37422636,0.19411437,0.24912053,0.28622636,0.22805604,0.4888704,0.3606552
1.1353743,0.010524839,0.005363092,0.18141139,0.24345599,0.57088953,1.0,0.41169327,0.21090429,0.15691687,0.19125487,0.22680624,0.26248357,0.47145155,0.22014898
6.470294,0.024257123,0.015121166,0.39526248,0.5029104,1.0,0.74642795,0.58297503,0.41207236,0.34291762,0.44577232,0.5334575,0.58070874,0.46189094,0.3969193
